assemblage	easting	northing
assemblage-696-983	696	983
assemblage-697-972	697	972
assemblage-704-963	704	963
assemblage-431-221	431	221
assemblage-420-201	420	201
assemblage-437-223	437	223
assemblage-433-214	433	214
assemblage-421-216	421	216
assemblage-455-225	455	225
assemblage-447-210	447	210
assemblage-442-239	442	239
assemblage-444-213	444	213
assemblage-426-214	426	214
assemblage-774-224	774	224
assemblage-771-239	771	239
assemblage-777-215	777	215
assemblage-759-225	759	225
assemblage-771-223	771	223
assemblage-745-211	745	211
assemblage-760-216	760	216
assemblage-756-222	756	222
assemblage-756-225	756	225
assemblage-778-219	778	219
assemblage-863-964	863	964
assemblage-863-952	863	952
assemblage-858-965	858	965
assemblage-843-946	843	946
assemblage-854-952	854	952
assemblage-863-968	863	968
assemblage-858-947	858	947
assemblage-851-934	851	934
assemblage-859-970	859	970
assemblage-858-954	858	954
assemblage-839-143	839	143
assemblage-824-159	824	159
assemblage-827-131	827	131
assemblage-805-130	805	130
assemblage-807-140	807	140
assemblage-819-117	819	117
assemblage-824-146	824	146
assemblage-824-143	824	143
assemblage-817-134	817	134
assemblage-815-145	815	145
assemblage-590-385	590	385
assemblage-572-376	572	376
assemblage-562-395	562	395
assemblage-573-380	573	380
assemblage-564-383	564	383
assemblage-557-372	557	372
assemblage-567-381	567	381
assemblage-566-386	566	386
assemblage-566-380	566	380
assemblage-577-371	577	371
assemblage-498-734	498	734
assemblage-507-711	507	711
assemblage-478-734	478	734
assemblage-502-737	502	737
assemblage-490-725	490	725
assemblage-488-730	488	730
assemblage-509-729	509	729
assemblage-485-727	485	727
assemblage-485-723	485	723
assemblage-511-721	511	721
assemblage-780-795	780	795
assemblage-789-796	789	796
assemblage-787-801	787	801
assemblage-785-779	785	779
assemblage-778-794	778	794
assemblage-779-806	779	806
assemblage-795-775	795	775
assemblage-779-793	779	793
assemblage-774-794	774	794
assemblage-773-802	773	802
assemblage-114-511	114	511
assemblage-129-503	129	503
assemblage-118-492	118	492
assemblage-121-500	121	500
assemblage-120-508	120	508
assemblage-112-510	112	510
assemblage-109-521	109	521
assemblage-137-505	137	505
assemblage-137-519	137	519
assemblage-92-502	92	502
assemblage-803-951	803	951
assemblage-800-958	800	958
assemblage-827-950	827	950
assemblage-808-958	808	958
assemblage-779-949	779	949
assemblage-780-948	780	948
assemblage-809-964	809	964
assemblage-804-946	804	946
assemblage-793-947	793	947
assemblage-806-960	806	960
assemblage-689-187	689	187
assemblage-688-174	688	174
assemblage-680-196	680	196
assemblage-691-191	691	191
assemblage-673-187	673	187
assemblage-701-190	701	190
assemblage-694-182	694	182
assemblage-702-191	702	191
assemblage-678-192	678	192
assemblage-685-206	685	206
assemblage-593-528	593	528
assemblage-603-506	603	506
assemblage-608-501	608	501
assemblage-614-501	614	501
assemblage-614-503	614	503
assemblage-610-515	610	515
assemblage-594-529	594	529
assemblage-599-501	599	501
assemblage-593-522	593	522
assemblage-609-533	609	533
assemblage-216-199	216	199
assemblage-192-196	192	196
assemblage-201-194	201	194
assemblage-216-192	216	192
assemblage-239-204	239	204
assemblage-211-196	211	196
assemblage-199-183	199	183
assemblage-214-203	214	203
assemblage-221-185	221	185
assemblage-198-208	198	208
assemblage-809-914	809	914
assemblage-787-911	787	911
assemblage-771-935	771	935
assemblage-794-912	794	912
assemblage-781-929	781	929
assemblage-793-908	793	908
assemblage-776-918	776	918
assemblage-788-900	788	900
assemblage-793-937	793	937
assemblage-786-908	786	908
assemblage-260-578	260	578
assemblage-256-558	256	558
assemblage-255-549	255	549
assemblage-262-555	262	555
assemblage-256-569	256	569
assemblage-261-563	261	563
assemblage-264-571	264	571
assemblage-267-577	267	577
assemblage-248-561	248	561
assemblage-263-559	263	559
assemblage-159-859	159	859
assemblage-145-858	145	858
assemblage-163-857	163	857
assemblage-157-856	157	856
assemblage-154-840	154	840
assemblage-157-865	157	865
assemblage-159-847	159	847
assemblage-167-833	167	833
assemblage-147-839	147	839
assemblage-166-862	166	862
assemblage-855-836	855	836
assemblage-894-847	894	847
assemblage-868-855	868	855
assemblage-876-862	876	862
assemblage-882-865	882	865
assemblage-873-852	873	852
assemblage-869-849	869	849
assemblage-881-840	881	840
assemblage-888-858	888	858
assemblage-882-840	882	840
assemblage-332-823	332	823
assemblage-350-846	350	846
assemblage-334-827	334	827
assemblage-368-846	368	846
assemblage-344-834	344	834
assemblage-346-837	346	837
assemblage-358-835	358	835
assemblage-360-834	360	834
assemblage-342-835	342	835
assemblage-353-836	353	836
assemblage-282-738	282	738
assemblage-285-711	285	711
assemblage-270-718	270	718
assemblage-284-727	284	727
assemblage-285-718	285	718
assemblage-298-722	298	722
assemblage-299-716	299	716
assemblage-292-723	292	723
assemblage-290-747	290	747
assemblage-296-705	296	705
assemblage-170-776	170	776
assemblage-173-773	173	773
assemblage-171-765	171	765
assemblage-178-772	178	772
assemblage-174-791	174	791
assemblage-166-779	166	779
assemblage-166-776	166	776
assemblage-173-779	173	779
assemblage-179-757	179	757
assemblage-184-784	184	784
assemblage-866-739	866	739
assemblage-865-724	865	724
assemblage-863-716	863	716
assemblage-875-718	875	718
assemblage-867-700	867	700
assemblage-863-735	863	735
assemblage-870-700	870	700
assemblage-868-722	868	722
assemblage-856-725	856	725
assemblage-861-727	861	727
