assemblage	easting	northing
assemblage-457-924	457	924
assemblage-433-925	433	925
assemblage-464-918	464	918
assemblage-451-937	451	937
assemblage-447-927	447	927
assemblage-460-928	460	928
assemblage-467-923	467	923
assemblage-475-921	475	921
assemblage-442-928	442	928
assemblage-928-768	928	768
assemblage-909-763	909	763
assemblage-935-765	935	765
assemblage-914-777	914	777
assemblage-902-761	902	761
assemblage-914-742	914	742
assemblage-915-772	915	772
assemblage-935-753	935	753
assemblage-904-761	904	761
assemblage-896-762	896	762
assemblage-158-858	158	858
assemblage-163-872	163	872
assemblage-168-849	168	849
assemblage-166-865	166	865
assemblage-146-848	146	848
assemblage-162-850	162	850
assemblage-147-865	147	865
assemblage-157-857	157	857
assemblage-151-857	151	857
assemblage-164-839	164	839
assemblage-325-495	325	495
assemblage-327-494	327	494
assemblage-332-494	332	494
assemblage-328-500	328	500
assemblage-314-483	314	483
assemblage-297-490	297	490
assemblage-320-495	320	495
assemblage-307-494	307	494
assemblage-320-487	320	487
assemblage-320-503	320	503
assemblage-589-358	589	358
assemblage-593-369	593	369
assemblage-573-373	573	373
assemblage-590-352	590	352
assemblage-585-363	585	363
assemblage-606-325	606	325
assemblage-601-349	601	349
assemblage-591-355	591	355
assemblage-599-374	599	374
assemblage-571-365	571	365
assemblage-273-243	273	243
assemblage-249-244	249	244
assemblage-265-238	265	238
assemblage-267-244	267	244
assemblage-271-260	271	260
assemblage-266-233	266	233
assemblage-277-245	277	245
assemblage-269-238	269	238
assemblage-255-215	255	215
assemblage-264-241	264	241
assemblage-837-485	837	485
assemblage-863-488	863	488
assemblage-851-486	851	486
assemblage-833-481	833	481
assemblage-860-467	860	467
assemblage-856-486	856	486
assemblage-835-481	835	481
assemblage-846-469	846	469
assemblage-863-461	863	461
assemblage-855-506	855	506
assemblage-403-269	403	269
assemblage-398-243	398	243
assemblage-396-268	396	268
assemblage-416-249	416	249
assemblage-402-258	402	258
assemblage-403-277	403	277
assemblage-396-264	396	264
assemblage-381-254	381	254
assemblage-403-242	403	242
assemblage-384-249	384	249
assemblage-714-569	714	569
assemblage-718-554	718	554
assemblage-717-580	717	580
assemblage-689-564	689	564
assemblage-714-557	714	557
assemblage-723-587	723	587
assemblage-717-587	717	587
assemblage-708-567	708	567
assemblage-718-576	718	576
assemblage-727-569	727	569
assemblage-926-748	926	748
assemblage-916-740	916	740
assemblage-932-740	932	740
assemblage-927-718	927	718
assemblage-919-741	919	741
assemblage-942-729	942	729
assemblage-923-734	923	734
assemblage-930-730	930	730
assemblage-936-746	936	746
assemblage-949-751	949	751
